gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
womens,2022-03-13,0,1.0,0.111548493308,0.024346449892,0.000267803578,3.393145e-05,3.582192e-06,2.6952e-07,1,1,2439,Nevada-Las Vegas,76.65,Greensboro,13,14
womens,2022-03-13,0,1.0,0.069570116482,0.013649353104,0.000377345009,5.1341989e-05,3.466875e-06,2.04874e-07,1,1,48,Delaware,76.21,Spokane,13,110
womens,2022-03-13,0,1.0,0.055479198922,0.009502903621,0.000492317291,3.0574051e-05,2.481614e-06,1.4348e-07,1,1,2429,Charlotte,75.98,Bridgeport,14,86
womens,2022-03-13,0,1.0,0.030092080328,0.007463744087,0.00084864738,1.5029758e-05,1.380811e-06,9.0636e-08,1,1,2287,Illinois State,73.52,Greensboro,15,30
womens,2022-03-13,0,1.0,0.028807703078,0.005657681029,0.000502391483,7.714972e-06,5.98983e-07,3.3296e-08,1,1,250,Texas-Arlington,73.23,Greensboro,14,22
womens,2022-03-13,0,1.0,0.009840478685,0.001909863023,0.000225784434,1.0344216e-05,6.60649e-07,3.0334e-08,1,1,2382,Mercer,73.84,Bridgeport,15,94
womens,2022-03-13,0,1.0,0.012267917452,0.00222122972,0.000339787873,1.0419094e-05,4.69156e-07,1.9042e-08,1,1,2217,Fairfield,72.91,Spokane,15,126
womens,2022-03-13,0,1.0,0.002447694042,0.000409904842,4.2935925e-05,4.08002e-06,1.25091e-07,3.555e-09,1,1,147,Montana State,69.64,Spokane,16,98
womens,2022-03-13,1,0.703185538357,0.002794672339,0.000656717115,8.4063229e-05,2.667003e-06,8.6439e-08,2.071e-09,0,1,2344,Longwood,68.38,Bridgeport,16a,66
womens,2022-03-13,0,1.0,0.021980640125,0.002457101182,6.2277983e-05,2.621626e-06,4.5304e-08,1.626e-09,1,1,44,American,69.26,Wichita,14,54
womens,2022-03-13,0,1.0,0.003886853635,0.000307486167,2.0338935e-05,6.6922e-07,9.449e-09,2.83e-10,1,1,399,Albany (NY),67.45,Wichita,16,34
womens,2022-03-13,0,1.0,0.004124082434,0.000296035432,1.7508766e-05,6.37882e-07,8.966e-09,2.68e-10,1,1,62,Hawaii,70.23,Wichita,15,62
womens,2022-03-13,1,0.753189403495,0.000346846162,2.9398067e-05,2.256039e-06,1.09177e-07,3.164e-09,6.8e-11,0,1,47,Howard,64.42,Greensboro,16a,2
womens,2022-03-13,1,0.296814461643,0.000443550217,5.8246123e-05,4.888379e-06,9.8916e-08,1.972e-09,3e-11,0,1,116,Mount St. Mary's,63.48,Bridgeport,16b,67
womens,2022-03-13,1,0.246810596505,2.9589379e-05,9.7753e-07,2.8614e-08,5.29e-10,8e-12,0.0,0,1,2916,Incarnate Word,58.31,Greensboro,16b,3
